Model,Method,CaseHOLD,QNLI,ARC Easy,ARC Challenge,SciQ,MNLI,HellaSwag,Yelp,PIQA,MathQA,SQuAD
microsoft/deberta-v3-xsmall,Full Finetuning,0.8335897435897436,0.9112209408749771,0.2719298245614035,0.2785234899328859,0.718,0.8495160468670403,0.4552877912766381,0.9739,0.7176278563656148,0.2475977653631285
microsoft/deberta-v3-xsmall,LoRA 1,0.5184615384615384,0.8888888888888888,0.2754385964912281,0.26174496644295303,0.64,0.8183392766174223,0.35301732722565227,0.9675,0.6605005440696409,0.22033519553072625
microsoft/deberta-v3-xsmall,LoRA 2,0.5930769230769231,0.8929159802306426,0.26666666666666666,0.28187919463087246,0.555,0.828222109016811,0.3708424616610237,0.9682,0.6577801958650707,0.2241340782122905
microsoft/deberta-v3-xsmall,LoRA 4,0.6584615384615384,0.8943803770821893,0.28771929824561404,0.26174496644295303,0.622,0.8300560366785532,0.3877713602867955,0.9685,0.6605005440696409,0.22793296089385476
microsoft/deberta-v3-xsmall,LoRA 8,0.536923076923077,0.0,0.0,0.0,0.0,0.0,0.39623580959968135,0.9695,0.6626768226332971,0.22324022346368716
microsoft/deberta-v3-xsmall,LoRA 16,0.571025641025641,0.8976752699981695,0.26666666666666666,0.2785234899328859,0.592,0.8328069281711665,0.38179645488946423,0.9691,0.6523394994559304,0.2201117318435754
microsoft/deberta-v3-xsmall,LoRA 32,0.6415384615384615,0.9018854109463664,0.2771929824561403,0.2483221476510067,0.612,0.8315843097300051,0.4070902210714997,0.9693,0.6632208922742111,0.2201117318435754
microsoft/deberta-v3-xsmall,LoRA 64,0.6482051282051282,0.9004210140948197,0.2912280701754386,0.25838926174496646,0.605,0.8337238920020377,0.3974307906791476,0.9691,0.6610446137105549,0.2212290502793296
microsoft/deberta-v3-xsmall,LoRA 769,0.5823076923076923,0.900604063701263,0.2807017543859649,0.2550335570469799,0.547,0.832603158430973,0.39832702648874724,0.9695,0.6719260065288357,0.2223463687150838
microsoft/deberta-v3-xsmall,LoRA 1538,0.5417948717948718,0.9007871133077063,0.28596491228070176,0.25838926174496646,0.663,0.8337238920020377,0.39543915554670384,0.9692,0.6686615886833515,0.2212290502793296
microsoft/deberta-v3-xsmall,LoRA 2306,0.8771794871794871,0.914332784184514,0.26666666666666666,0.28859060402684567,0.259,0.8579724910850739,0.3791077474606652,0.9755,0.5048966267682263,0.22256983240223463
microsoft/deberta-v3-xsmall,LoRA 3075,0.8438461538461538,0.917993776313381,0.26666666666666666,0.2785234899328859,0.259,0.8563423331635253,0.33897629954192393,0.9749,0.514689880304679,0.23754189944134077
